Date,Country,City,Specie,Value
4/9/2017,IN,Nagpur,co,7.3
4/9/2017,IN,Nagpur,pm10,107
4/9/2017,IN,Nagpur,o3,39.5
4/9/2017,IN,Nagpur,so2,4.7
4/10/2017,IN,Nagpur,pm25,160
4/10/2017,IN,Nagpur,no2,0.8
4/10/2017,IN,Nagpur,co,5.4
4/10/2017,IN,Nagpur,pm10,88
4/10/2017,IN,Nagpur,o3,46.8
4/10/2017,IN,Nagpur,so2,11.8
4/11/2017,IN,Nagpur,pm25,156
4/11/2017,IN,Nagpur,co,6
4/11/2017,IN,Nagpur,pm10,66
4/11/2017,IN,Nagpur,o3,41.5
4/11/2017,IN,Nagpur,so2,4.4
4/12/2017,IN,Nagpur,pm25,162
4/12/2017,IN,Nagpur,co,8.7
4/12/2017,IN,Nagpur,pm10,86
4/12/2017,IN,Nagpur,o3,28.8
4/12/2017,IN,Nagpur,so2,3.7
4/13/2017,IN,Nagpur,pm25,171
4/13/2017,IN,Nagpur,no2,14.3
4/13/2017,IN,Nagpur,co,10.2
4/13/2017,IN,Nagpur,pm10,104
4/13/2017,IN,Nagpur,o3,63.3
4/13/2017,IN,Nagpur,so2,9
4/14/2017,IN,Nagpur,pm25,175
4/14/2017,IN,Nagpur,no2,11.8
4/14/2017,IN,Nagpur,co,11.4
4/14/2017,IN,Nagpur,pm10,108
4/14/2017,IN,Nagpur,o3,32.5
